SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
26706	3	28
26706	4	36
26707		3
26707	1	18
26707	2	59
26707	3	34
26707	4	34
26708	1	21
26708	2	57
26708	3	28
26708	4	10
26709		8
26709	1	26
26709	2	54
26709	3	29
26709	4	26
26710		4
26710	0	3
26710	1	22
26710	2	55
26710	3	47
26710	4	31
26711		16
26711	0	5
26711	1	22
26711	2	55
26711	3	30
26711	4	21
26712	1	35
26712	2	47
26712	3	13
26712	4	16
26713	1	19
26713	2	71
26713	3	43
26713	4	44
26714	0	8
26714	1	51
26714	2	74
26714	3	27
26714	4	20
26715	1	19
26715	2	41
26715	3	20
26715	4	14
26716	1	11
26716	2	27
26716	3	26
26716	4	17
26717	1	29
26717	2	67
26717	3	28
26717	4	22
26718		5
26718	1	26
26718	2	82
26718	3	44
26718	4	41
26719	1	9
26719	2	18
26719	3	7
26719	4	6
26720	1	21
26720	2	34
26720	3	12
26720	4	13
26721		5
26721	1	40
26721	2	91
26721	3	35
26721	4	31
26722	1	15
26722	2	61
26722	3	24
26722	4	18
26723		8
26723	0	3
26723	1	56
26723	2	133
26723	3	24
26723	4	14
26724		5
26724	1	34
26724	2	97
26724	3	34
26724	4	14
26725		3
26725	1	41
26725	2	61
26725	3	37
26725	4	13
26726		7
26726	0	3
26726	1	44
26726	2	46
26726	3	15
26726	4	3
26727		4
26727	0	8
26727	1	53
26727	2	53
26727	3	16
26727	4	10
26728		4
26728	1	15
26728	2	37
26728	3	19
26728	4	5
26729	0	5
26729	1	26
26729	2	42
26729	3	11
26729	4	3
26730	1	12
26730	2	44
26730	3	21
26730	4	13
26731		5
26731	0	4
26731	1	56
26731	2	70
26731	3	35
26731	4	17
26732	0	5
26732	1	19
26732	2	28
26732	3	27
26732	4	22
26733	1	44
26733	2	89
26733	3	29
26733	4	16
26734		7
26734	1	42
26734	2	79
26734	3	22
26734	4	23
26735		5
26735	0	8
26735	1	22
26735	2	80
26735	3	24
26735	4	9
26736	1	47
26736	2	96
26736	3	16
26736	4	7
26737		4
26737	1	9
26737	2	45
26737	3	27
26737	4	21
26738		3
26738	1	39
26738	2	88
26738	3	29
26738	4	11
26739	1	54
26739	2	78
26739	3	12
26739	4	3
26740	1	3
26740	2	32
26740	3	17
26740	4	11
26741	1	5
26741	2	8
26741	3	7
26741	4	5
26742	1	34
26742	2	85
26742	3	31
26742	4	5
26743	1	14
26743	2	38
26743	3	19
26743	4	3
26744		4
26744	1	19
26744	2	70
26744	3	26
26744	4	15
26745	1	25
26745	2	124
26745	3	37
26745	4	17
26746	1	41
26746	2	57
26746	3	14
26746	4	5
26747	0	4
26747	1	38
26747	2	27
26747	3	11
26747	4	3
26748	1	21
26748	2	36
26748	3	16
26748	4	6
26749	1	21
26749	2	47
26749	3	17
26749	4	13
26750	1	28
26750	2	88
26750	3	46
26750	4	18
26751		5
26751	0	5
26751	1	40
26751	2	81
26751	3	29
26751	4	8
26752		3
26752	1	15
26752	2	26
26752	3	24
26752	4	23
26753	0	3
26753	1	68
26753	2	76
26753	3	38
26753	4	12
26754	0	3
26754	1	13
26754	2	62
26754	3	32
26754	4	31
26755	1	10
26755	2	38
26755	3	27
26755	4	19
26756	1	17
26756	2	49
26756	3	30
26756	4	42
26757	1	5
26757	2	26
26757	3	29
26757	4	25
26758	1	29
26758	2	64
26758	3	30
26758	4	41
26759		5
26759	0	29
26759	1	85
26759	2	46
26759	3	21
26759	4	7
26760	0	3
26760	1	28
26760	2	32
26760	3	6
26760	4	3
26761		3
26761	1	69
26761	2	85
26761	3	28
26761	4	14
26762	1	19
26762	2	48
26762	3	43
26762	4	42
26763		4
26763	1	19
26763	2	39
26763	3	25
26763	4	33
26765	0	3
26765	1	20
26765	2	43
26765	3	21
26765	4	20
26767		6
26767	0	9
26767	1	44
26767	2	69
26767	3	26
26767	4	21
26768		4
26768	0	13
26768	1	64
26768	2	30
26768	3	9
26768	4	4
26769		4
26769	0	3
26769	1	41
26769	2	39
26769	3	13
26769	4	11
26770		3
26770	1	28
26770	2	77
26770	3	36
26770	4	25
26771	1	37
26771	2	44
26771	3	14
26771	4	9
26772	1	54
26772	2	67
26772	3	20
26772	4	11
26773	1	9
26773	2	17
26773	3	7
26773	4	7
26774	1	11
26774	2	32
26774	3	25
26774	4	35
26775		4
26775	1	69
26775	2	102
26775	3	28
26775	4	11
26776	1	7
26776	2	17
26776	3	14
26776	4	16
26777	1	86
26777	2	119
26777	3	29
26777	4	7
26778		4
26778	1	42
26778	2	66
26778	3	29
26778	4	15
26779		5
26779	0	4
26779	1	45
26779	2	72
26779	3	36
26779	4	14
26780		4
26780	1	29
26780	2	84
26780	3	16
26780	4	4
26781	1	4
26781	2	15
26781	3	9
26781	4	5
26782		6
26782	0	26
26782	1	133
26782	2	91
26782	3	21
26782	4	10
26784	1	49
26784	2	56
26784	3	27
26784	4	25
26785		3
26785	0	8
26785	1	62
26785	2	71
26785	3	31
26785	4	14
26786	0	4
26786	1	33
26786	2	30
26786	3	11
26787		3
26787	0	3
26787	1	17
26787	2	36
26787	3	7
26788	0	9
26788	1	19
26789	0	8
26789	1	47
26789	2	84
26789	3	34
26789	4	24
26790	0	9
26790	1	44
26790	2	57
26790	3	20
26790	4	13
26791	0	9
26791	1	41
26791	2	63
26791	3	24
26791	4	18
26792	0	8
26792	1	36
26792	2	58
26792	3	14
26792	4	10
26793		5
26793	1	23
26793	2	35
26793	3	11
26793	4	17
26794	1	43
26794	2	70
26794	3	23
26794	4	6
26795	0	7
26795	1	52
26795	2	132
26795	3	46
26795	4	25
26796		3
26796	0	6
26796	1	65
26796	2	60
26796	3	25
26796	4	8
26797	0	6
26797	1	40
26797	2	41
26797	3	9
26797	4	8
26798	1	29
26798	2	48
26798	3	15
26798	4	17
26799	0	3
26799	1	45
26799	2	63
26799	3	27
26799	4	17
26800	0	5
26800	1	23
26800	2	45
26800	3	17
26800	4	12
26801	0	3
26801	1	20
26801	2	27
26801	3	7
26801	4	3
26802	0	4
26802	1	32
26802	2	69
26802	3	36
26802	4	25
26803	0	3
26803	1	41
26803	2	63
26803	3	21
26803	4	7
26804	1	27
26804	2	56
26804	3	20
26804	4	3
26805	0	3
26805	1	35
26805	2	52
26805	3	31
26805	4	22
26806	1	35
26806	2	50
26806	3	24
26806	4	8
26807	0	4
26807	1	35
26807	2	34
26807	3	12
26807	4	5
26808		4
26808	0	4
26808	1	40
26808	2	57
26808	3	31
26808	4	16
26809	1	20
26809	2	25
26809	3	11
26809	4	8
26810	0	3
26810	1	25
26810	2	39
26810	3	27
26810	4	11
26811	0	6
26811	1	21
26811	2	26
26811	3	7
26811	4	7
26812		5
26812	1	35
26812	2	42
26812	3	9
26812	4	5
26813	0	3
26813	1	22
26813	2	36
26813	3	17
26814	0	9
26814	1	81
26814	2	59
26814	3	9
26815	1	53
26815	2	48
26815	3	16
26815	4	10
26816		5
26816	0	3
26816	1	22
26816	2	29
26816	3	12
26816	4	6
26817	0	12
26817	1	30
26817	2	28
26817	3	5
26817	4	3
26818		3
26818	0	3
26818	1	27
26818	2	28
26818	3	13
26818	4	6
26819	0	3
26819	1	21
26819	2	31
26819	3	12
26819	4	10
26820		5
26820	0	11
26820	1	57
26820	2	38
26820	3	11
26820	4	6
26821		3
26821	0	7
26821	1	41
26821	2	52
26821	3	20
26821	4	7
26822	0	14
26822	1	59
26822	2	77
26822	3	21
26822	4	6
26823		3
26823	0	4
26823	1	55
26823	2	69
26823	3	21
26823	4	13
26824		4
26824	0	9
26824	1	53
26824	2	47
26824	3	19
26824	4	13
26826	0	6
26826	1	60
26826	2	58
26826	3	17
26826	4	10
26827		4
26827	0	19
26827	1	100
26827	2	56
26827	3	9
26827	4	5
26828		3
26828	0	14
26828	1	70
26828	2	77
26828	3	26
26828	4	12
26830	0	26
26830	1	86
26830	2	38
26830	3	7
26830	4	11
26832	0	3
26832	1	21
26832	2	25
26832	3	10
26832	4	4
26833	0	5
26833	1	52
26833	2	49
26833	3	18
26833	4	8
26834		3
26834	0	20
26834	1	101
26834	2	42
26834	3	10
26835	0	4
26835	1	29
26835	2	31
26835	3	13
26835	4	6
26836		5
26836	0	15
26836	1	42
26836	2	47
26836	3	9
26836	4	8
26837	1	55
26837	2	42
26837	3	13
26837	4	5
26839		3
26839	1	40
26839	2	49
26839	3	10
26839	4	12
26840	0	11
26840	1	45
26840	2	36
26840	3	20
26840	4	7
26841	0	7
26841	1	30
26841	2	79
26841	3	30
26841	4	20
26842		3
26842	1	29
26842	2	47
26842	3	16
26842	4	8
26843		6
26843	0	9
26843	1	78
26843	2	78
26843	3	21
26843	4	11
26844	0	3
26844	1	70
26844	2	76
26844	3	13
26844	4	8
26845		4
26845	0	5
26845	1	60
26845	2	113
26845	3	30
26845	4	16
26846	1	32
26846	2	42
26846	3	19
26846	4	10
26847		3
26847	0	4
26847	1	63
26847	2	116
26847	3	28
26847	4	9
26848	0	10
26848	1	63
26848	2	85
26848	3	13
26848	4	8
26849	1	39
26849	2	44
26849	3	22
26849	4	9
26850	1	31
26850	2	59
26850	3	26
26850	4	12
26852		5
26852	1	29
26852	2	51
26852	3	18
26852	4	11
26853	1	11
26853	2	41
26853	3	15
26853	4	11
26854	0	6
26854	1	38
26854	2	59
26854	3	14
26854	4	8
26855		10
26855	0	8
26855	1	102
26855	2	147
26855	3	39
26855	4	17
26856	0	3
26856	1	30
26856	2	68
26856	3	13
26856	4	17
26857	1	32
26857	2	40
26857	3	10
26858	1	21
26858	2	34
26858	3	7
26858	4	9
26859		11
26859	0	20
26859	1	277
26859	2	288
26859	3	65
26859	4	20
26860	1	18
26860	2	50
26860	3	7
26860	4	3
26861		3
26861	0	5
26861	1	73
26861	2	104
26861	3	22
26861	4	8
26862		3
26862	0	9
26862	1	34
26862	2	63
26862	3	25
26862	4	19
26863	0	4
26863	1	118
26863	2	106
26863	3	31
26863	4	16
26864		6
26864	1	51
26864	2	93
26864	3	30
26864	4	17
26865	1	33
26865	2	78
26865	3	32
26865	4	12
26866		4
26866	0	3
26866	1	22
26866	2	39
26866	3	11
26866	4	15
26867	1	30
26867	2	44
26867	3	23
26867	4	13
26868	1	23
26868	2	34
26868	3	10
26868	4	14
26869	1	27
26869	2	98
26869	3	59
26869	4	20
26870	1	27
26870	2	79
26870	3	34
26870	4	19
26871		3
26871	0	4
26871	1	41
26871	2	92
26871	3	19
26871	4	13
26872	1	34
26872	2	62
26872	3	28
26872	4	19
26873		7
26873	0	8
26873	1	85
26873	2	149
26873	3	43
26873	4	22
26874		4
26874	0	3
26874	1	33
26874	2	45
26874	3	18
26874	4	7
26875	1	18
26875	2	65
26875	3	52
26875	4	35
26876		4
26876	0	4
26876	1	39
26876	2	62
26876	3	27
26876	4	16
26877	1	35
26877	2	70
26877	3	26
26877	4	14
26878	0	3
26878	1	46
26878	2	69
26878	3	16
26878	4	23
26879	0	4
26879	1	51
26879	2	62
26879	3	17
26879	4	8
26880		3
26880	1	40
26880	2	70
26880	3	22
26880	4	10
26881	1	48
26881	2	113
26881	3	34
26881	4	21
26882	1	26
26882	2	45
26882	3	15
26882	4	12
26883	0	3
26883	1	26
26883	2	101
26883	3	36
26883	4	30
26884	1	6
26884	2	25
26884	3	10
26884	4	20
26885	0	4
26885	1	54
26885	2	87
26885	3	22
26885	4	7
26886		4
26886	1	42
26886	2	71
26886	3	27
26886	4	16
26887	1	4
26888		3
26888	1	27
26888	2	70
26888	3	20
26888	4	10
26889	0	4
26889	1	46
26889	2	77
26889	3	27
26889	4	12
26890	0	5
26890	1	40
26890	2	55
26890	3	31
26890	4	15
26891	0	7
26891	1	25
26891	2	40
26891	3	9
26891	4	11
26892	0	9
26892	1	76
26892	2	56
26892	3	16
26892	4	4
26893	1	21
26893	2	36
26893	3	8
26893	4	14
26894		5
26894	1	32
26894	2	69
26894	3	36
26894	4	19
26895	0	5
26895	1	20
26895	2	45
26895	3	19
26895	4	16
26896	0	6
26896	1	23
26896	2	62
26896	3	22
26896	4	21
26897		5
26897	1	3
26897	2	3
26898	0	7
26898	1	28
26898	2	83
26898	3	21
26898	4	26
26899		3
26899	0	5
26899	1	53
26899	2	43
26899	3	16
26899	4	8
26900		4
26900	1	27
26900	2	49
26900	3	10
26900	4	13
26901	1	66
26901	2	105
26901	3	38
26901	4	19
26902	1	48
26902	2	57
26902	3	20
26902	4	17
26903		5
26903	0	13
26903	1	62
26903	2	57
26903	3	11
26904	0	4
26904	1	27
26904	2	38
26904	3	10
26904	4	13
26905		4
26905	0	3
26905	1	21
26905	2	20
26905	3	7
26906	1	13
26906	2	39
26906	3	27
26906	4	20
26907	0	6
26907	1	44
26907	2	46
26907	3	9
26907	4	6
26908	1	39
26908	2	46
26908	3	20
26908	4	19
26909	0	4
26909	1	21
26909	2	43
26909	3	21
26909	4	13
26910		8
26910	0	3
26910	1	56
26910	2	57
26910	3	23
26910	4	20
26911		4
26911	1	18
26911	2	35
26911	3	10
26911	4	10
26912	1	25
26912	2	49
26912	3	14
26912	4	20
26913	0	25
26913	1	83
26913	2	39
26913	3	5
26913	4	3
26914	0	6
26914	1	45
26914	2	85
26914	3	33
26914	4	6
26915	1	15
26915	2	42
26915	3	10
26915	4	11
26917	0	5
26917	1	48
26917	2	60
26917	3	20
26917	4	17
26920	1	30
26920	2	32
26920	3	8
26920	4	11
26921		4
26921	0	6
26921	1	93
26921	2	109
26921	3	23
26921	4	3
26922		3
26922	0	28
26922	1	145
26922	2	60
26922	3	11
26923	1	64
26923	2	109
26923	3	39
26923	4	13
26924		5
26924	0	3
26924	1	69
26924	2	134
26924	3	38
26924	4	10
26925	1	61
26925	2	54
26925	3	7
26926		3
26926	0	3
26926	1	39
26926	2	108
26926	3	22
26926	4	12
26927	0	9
26927	1	120
26927	2	38
26927	3	7
26928		3
26928	1	50
26928	2	97
26928	3	24
26928	4	11
26929	1	26
26929	2	56
26929	3	11
26929	4	7
26930		9
26930	0	7
26930	1	55
26930	2	109
26930	3	23
26930	4	18
26931	0	4
26931	1	38
26931	2	101
26931	3	16
26931	4	4
26932	0	3
26932	1	21
26932	2	43
26932	3	13
26932	4	5
26933		3
26933	0	3
26933	1	91
26933	2	78
26933	3	13
26933	4	8
26934	1	28
26934	2	67
26934	3	16
26934	4	12
26935		3
26935	0	4
26935	1	73
26935	2	137
26935	3	32
26935	4	9
26936	1	79
26936	2	113
26936	3	26
26936	4	9
26937		3
26937	1	11
26937	2	44
26937	3	16
26937	4	3
26938	0	3
26938	1	28
26938	2	87
26938	3	20
26938	4	11
26939	0	4
26939	1	32
26939	2	61
26939	3	13
26939	4	5
26940	1	3
26940	2	20
26940	3	7
26940	4	11
26941	0	5
26941	1	48
26941	2	109
26941	3	26
26941	4	4
26942		3
26942	1	68
26942	2	119
26942	3	20
26942	4	5
26943		9
26943	0	8
26943	1	78
26943	2	105
26943	3	18
26943	4	11
26944	1	34
26944	2	66
26944	3	20
26944	4	6
26945	0	4
26945	1	33
26945	2	50
26945	3	17
26945	4	11
26946		4
26946	1	33
26946	2	90
26946	3	23
26946	4	8
26947	0	3
26947	1	43
26947	2	84
26947	3	23
26947	4	16
26948		10
26948	1	26
26948	2	59
26948	3	19
26948	4	3
26949	0	3
26949	1	35
26949	2	75
26949	3	27
26949	4	7
26950		9
26950	0	4
26950	1	47
26950	2	93
26950	3	25
26950	4	6
26951		4
26951	0	4
26951	1	55
26951	2	118
26951	3	21
26951	4	11
26952	1	16
26952	2	43
26952	3	11
26952	4	5
26953	0	5
26953	1	24
26953	2	69
26953	3	26
26953	4	5
26954		4
26954	1	39
26954	2	47
26954	3	8
26954	4	4
26955		4
26955	0	5
26955	1	48
26955	2	110
26955	3	31
26955	4	17
26956	0	4
26956	1	27
26956	2	50
26956	3	7
26956	4	5
26957	1	30
26957	2	51
26957	3	9
26957	4	3
26958		4
26958	0	6
26958	1	46
26958	2	89
26958	3	22
26958	4	5
26959	0	3
26959	1	34
26959	2	68
26959	3	19
26959	4	3
26960	0	6
26960	1	67
26960	2	120
26960	3	22
26960	4	4
26961	0	8
26961	1	91
26961	2	103
26961	3	27
26961	4	7
26962	1	26
26962	2	44
26962	3	15
26962	4	3
26963	0	6
26963	1	60
26963	2	87
26963	3	15
26963	4	15
26964		3
26964	1	31
26964	2	63
26964	3	9
26964	4	5
26965	0	8
26965	1	43
26965	2	91
26965	3	16
26965	4	14
26966		4
26966	1	25
26966	2	68
26966	3	13
26966	4	5
26967	1	19
26967	2	14
26967	4	3
26968	1	43
26968	2	60
26968	3	19
26968	4	5
26969	0	5
26969	1	42
26969	2	84
26969	3	19
26969	4	3
26970	0	6
26970	1	38
26970	2	69
26970	3	19
26970	4	4
26971	1	69
26971	2	80
26971	3	21
26971	4	6
26972		3
26972	0	4
26972	1	39
26972	2	106
26972	3	18
26972	4	3
26973		4
26973	0	3
26973	1	70
26973	2	69
26973	3	19
26973	4	4
26974		3
26974	1	67
26974	2	76
26974	3	16
26974	4	9
26975	1	17
26975	2	76
26975	3	24
26975	4	18
26976	0	3
26976	1	23
26976	2	50
26976	3	13
26976	4	5
26977	0	6
26977	1	37
26977	2	107
26977	3	26
26977	4	14
26978		3
26978	1	59
26978	2	82
26978	3	19
26978	4	13
26979	0	7
26979	1	48
26979	2	45
26979	3	9
26980	1	52
26980	2	118
26980	3	37
26980	4	25
26981		4
26981	1	61
26981	2	66
26981	3	24
26981	4	6
26982	1	32
26982	2	67
26982	3	38
26982	4	13
26983	0	6
26983	1	79
26983	2	106
26983	3	38
26983	4	10
26984	1	36
26984	2	86
26984	3	16
26984	4	14
26985	1	22
26985	2	56
26985	3	23
26985	4	15
26987	0	5
26987	1	31
26987	2	103
26987	3	16
26987	4	11
26988		3
26988	0	3
26988	1	52
26988	2	43
26988	3	16
26988	4	8
26989	1	27
26989	2	55
26989	3	13
26989	4	17
26990	1	19
26990	2	88
26990	3	22
26990	4	18
26991		4
26991	0	5
26991	1	61
26991	2	75
26991	3	11
26991	4	8
26992	1	7
26992	2	44
26992	3	18
26992	4	18
26993	1	13
26993	2	29
26993	3	15
26993	4	13
26994	1	17
26994	2	42
26994	3	13
26994	4	5
26995		4
26995	1	27
26995	2	84
26995	3	32
26995	4	20
26996	1	26
26996	2	50
26996	3	9
26996	4	9
26997	1	30
26997	2	71
26997	3	30
26997	4	20
26998	1	29
26998	2	71
26998	3	34
26998	4	40
26999	1	18
26999	2	39
26999	3	13
26999	4	9
27000		6
27000	0	4
27000	1	63
27000	2	105
27000	3	29
27000	4	12
27001	0	3
27001	1	10
27001	2	48
27001	3	26
27001	4	34
27002	1	32
27002	2	46
27002	3	21
27002	4	13
27003	0	4
27003	1	46
27003	2	63
27003	3	13
27003	4	5
27004	1	25
27004	2	33
27004	3	14
27005		5
27005	0	4
27005	1	52
27005	2	80
27005	3	25
27005	4	3
27006	1	34
27006	2	49
27006	3	29
27006	4	11
27007		3
27007	1	52
27007	2	106
27007	3	28
27007	4	4
27008	0	5
27008	1	49
27008	2	123
27008	3	22
27008	4	7
27009	1	26
27009	2	60
27009	3	10
27010		4
27010	0	3
27010	1	56
27010	2	120
27010	3	25
27010	4	8
27011		3
27011	1	31
27011	2	89
27011	3	23
27011	4	8
27012	1	57
27012	2	36
27012	3	5
27012	4	5
27013	0	6
27013	1	68
27013	2	101
27013	3	22
27013	4	7
27014	1	16
27014	2	66
27014	3	18
27014	4	24
27015	1	46
27015	2	124
27015	3	30
27015	4	9
27016	0	3
27016	1	39
27016	2	77
27016	3	16
27017	1	41
27017	2	110
27017	3	28
27017	4	15
27018	1	15
27018	2	37
27018	3	22
27018	4	7
27019		3
27019	0	4
27019	1	28
27019	2	81
27019	3	34
27019	4	21
27020	0	4
27020	1	30
27020	2	80
27020	3	11
27020	4	9
27021	0	3
27021	1	50
27021	2	88
27021	3	22
27021	4	7
27022	0	7
27022	1	63
27022	2	98
27022	3	16
27022	4	3
27023	0	3
27023	1	66
27023	2	122
27023	3	30
27023	4	8
27024		3
27024	1	38
27024	2	89
27024	3	24
27024	4	20
27025		3
27025	0	4
27025	1	71
27025	2	53
27025	3	14
27025	4	3
27026	0	8
27026	1	40
27026	2	65
27026	3	13
27027		3
27027	0	6
27027	1	51
27027	2	59
27027	3	24
27027	4	7
27028	1	17
27028	2	49
27028	3	14
27028	4	3
27029		3
27029	0	21
27029	1	108
27029	2	71
27029	3	16
27029	4	16
27030	0	28
27030	1	91
27030	2	60
27030	3	13
27030	4	19
27031		5
27031	0	28
27031	1	112
27031	2	68
27031	3	16
27031	4	8
27032		5
27032	0	9
27032	1	42
27032	2	44
27032	3	17
27032	4	9
27033	0	9
27033	1	45
27033	2	50
27033	3	15
27033	4	7
27034	0	10
27034	1	49
27034	2	40
27034	3	16
27034	4	20
27035	0	15
27035	1	58
27035	2	58
27035	3	22
27035	4	10
27036	0	19
27036	1	60
27036	2	50
27036	3	17
27036	4	7
27037	0	18
27037	1	60
27037	2	47
27037	3	16
27038	0	28
27038	1	107
27038	2	76
27038	3	18
27038	4	6
27039	0	15
27039	1	52
27039	2	40
27039	3	6
27039	4	9
27040		7
27040	0	10
27040	1	37
27040	2	40
27040	3	7
27041		3
27041	0	11
27041	1	45
27041	2	46
27041	3	15
27041	4	4
27042	0	4
27042	1	38
27042	2	48
27042	3	23
27042	4	10
27043		5
27043	0	24
27043	1	70
27043	2	44
27043	3	7
27043	4	9
27044	0	8
27044	1	46
27044	2	50
27044	3	12
27044	4	7
27045		5
27045	0	12
27045	1	52
27045	2	50
27045	3	28
27045	4	7
27046		3
27046	0	16
27046	1	62
27046	2	30
27046	3	13
27046	4	5
27047	0	18
27047	1	82
27047	2	65
27047	3	20
27047	4	3
27048	0	16
27048	1	71
27048	2	26
27048	3	12
27048	4	6
27049	0	14
27049	1	58
27049	2	44
27049	3	16
27049	4	6
27050		6
27050	0	14
27050	1	47
27050	2	42
27050	3	15
27050	4	7
27051		6
27051	0	13
27051	1	64
27051	2	60
27051	3	12
27051	4	3
27052	0	10
27052	1	42
27052	2	47
27052	3	18
27053		3
27053	0	6
27053	1	50
27053	2	40
27053	3	11
27054	1	11
27054	2	29
27054	3	21
27054	4	6
27055	0	4
27055	1	23
27055	2	27
27055	3	17
27055	4	15
27056	0	8
27056	1	35
27056	2	42
27056	3	21
27056	4	5
27057	0	9
27057	1	39
27057	2	54
27057	3	33
27057	4	8
27058		4
27058	0	11
27058	1	46
27058	2	42
27058	3	8
27058	4	3
27059		3
27059	0	10
27059	1	24
27059	2	34
27059	3	9
27059	4	5
27060		5
27060	0	4
27060	1	26
27060	2	45
27060	3	12
27060	4	10
27061	0	28
27061	1	76
27061	2	51
27061	3	8
27061	4	6
27062	0	6
27062	1	41
27062	2	38
27062	3	16
27062	4	4
27063		5
27063	0	5
27063	1	33
27063	2	52
27063	3	16
27063	4	15
27064		5
27064	0	7
27064	1	37
27064	2	26
27064	3	5
27064	4	4
27065	0	24
27065	1	50
27065	2	30
27065	3	12
27066	0	7
27066	1	39
27066	2	36
27066	3	17
27066	4	14
27067	0	7
27067	1	31
27067	2	47
27067	3	20
27067	4	15
27068		5
27068	0	6
27068	1	32
27068	2	40
27068	3	21
27068	4	9
27069		5
27069	0	17
27069	1	58
27069	2	39
27069	3	11
27069	4	5
27071	1	33
27071	2	71
27071	3	27
27071	4	11
27072	0	4
27072	1	50
27072	2	40
27072	3	20
27072	4	5
27073	0	6
27073	1	30
27073	2	47
27073	3	8
27073	4	4
27074	0	10
27074	1	50
27074	2	88
27074	3	27
27074	4	15
27075		4
27075	0	10
27075	1	52
27075	2	125
27075	3	52
27075	4	29
27076	0	9
27076	1	39
27076	2	27
27076	3	14
27076	4	3
27077		3
27077	0	3
27077	1	49
27077	2	144
27077	3	62
27077	4	21
27078		4
27078	0	30
27078	1	118
27078	2	75
27078	3	17
27078	4	3
27079		6
27079	0	10
27079	1	56
27079	2	64
27079	3	25
27079	4	15
27080	0	21
27080	1	100
27080	2	60
27080	3	23
27080	4	7
27081	0	7
27081	1	35
27081	2	49
27081	3	22
27081	4	15
27082		10
27082	0	15
27082	1	66
27082	2	76
27082	3	28
27082	4	14
27083	0	5
27083	1	68
27083	2	72
27083	3	19
27083	4	5
27084	0	3
27084	1	79
27084	2	84
27084	3	18
27084	4	10
27085	0	3
27085	1	47
27085	2	68
27085	3	20
27085	4	10
27086	1	16
27086	2	43
27086	3	13
27086	4	4
27087	1	41
27087	2	68
27087	3	21
27087	4	11
27088	2	10
27089	0	5
27089	1	66
27089	2	98
27089	3	10
27089	4	8
27090		3
27090	0	6
27090	1	60
27090	2	114
27090	3	28
27090	4	11
27091		3
27091	1	67
27091	2	87
27091	3	25
27091	4	15
27092		4
27092	1	69
27092	2	50
27092	3	14
27092	4	6
27093		6
27093	0	7
27093	1	84
27093	2	93
27093	3	19
27093	4	6
27094	0	4
27094	1	46
27094	2	42
27094	3	25
27094	4	12
27095	0	6
27095	1	34
27095	2	41
27095	3	16
27095	4	3
27096		3
27096	0	11
27096	1	71
27096	2	84
27096	3	11
27096	4	5
27097	0	5
27097	1	28
27097	2	37
27097	3	11
27097	4	3
27098	1	44
27098	2	65
27098	3	17
27098	4	12
27099		5
27099	0	26
27099	1	177
27099	2	56
27099	3	5
27100	0	4
27100	1	57
27100	2	91
27100	3	24
27100	4	14
27101	0	5
27101	1	32
27101	2	63
27101	3	17
27101	4	8
27102		5
27102	1	50
27102	2	72
27102	3	22
27102	4	3
27103	0	6
27103	1	58
27103	2	97
27103	3	21
27103	4	9
27104	0	5
27104	1	67
27104	2	76
27104	3	20
27104	4	4
27105	0	6
27105	1	44
27105	2	47
27105	3	10
27105	4	6
27106		5
27106	1	34
27106	2	57
27106	3	18
27106	4	6
27107	0	3
27107	1	56
27107	2	114
27107	3	36
27107	4	11
27108	0	6
27108	1	54
27108	2	71
27108	3	8
27108	4	5
27109		3
27109	1	73
27109	2	123
27109	3	32
27109	4	9
27110	1	39
27110	2	74
27110	3	21
27110	4	12
27111		3
27111	0	3
27111	1	74
27111	2	99
27111	3	31
27111	4	13
27112	0	5
27112	1	44
27112	2	74
27112	3	22
27112	4	9
27113	1	43
27113	2	68
27113	3	17
27113	4	12
27114	1	57
27114	2	51
27114	3	12
27115	1	39
27115	2	90
27115	3	27
27115	4	10
27116	1	20
27116	2	74
27116	3	20
27116	4	10
27117	1	49
27117	2	107
27117	3	20
27117	4	14
27118	1	21
27118	2	78
27118	3	17
27118	4	3
27119	1	38
27119	2	82
27119	3	21
27119	4	16
27120		5
27120	0	6
27120	1	62
27120	2	109
27120	3	20
27120	4	4
27121		3
27121	1	28
27121	2	47
27121	3	10
27121	4	7
27122		7
27122	0	3
27122	1	45
27122	2	72
27122	3	17
27122	4	7
27123	1	48
27123	2	69
27123	3	16
27123	4	5
27124		3
27124	0	4
27124	1	49
27124	2	86
27124	3	20
27124	4	11
27125	0	6
27125	1	21
27125	2	70
27125	3	22
27125	4	10
27126	1	27
27126	2	64
27126	3	26
27126	4	8
27127	1	48
27127	2	84
27127	3	25
27127	4	5
27128		5
27128	1	32
27128	2	41
27128	3	19
27128	4	7
27129		3
27129	1	44
27129	2	58
27129	3	20
27129	4	4
27130		4
27130	0	4
27130	1	84
27130	2	128
27130	3	31
27130	4	14
27131	0	3
27131	1	70
27131	2	69
27131	3	23
27131	4	15
27132		3
27132	0	3
27132	1	63
27132	2	49
27132	3	15
27132	4	5
27133		9
27133	0	29
27133	1	155
27133	2	108
27133	3	25
27133	4	9
27134	0	25
27134	1	149
27134	2	90
27134	3	33
27134	4	6
27135	0	19
27135	1	114
27135	2	100
27135	3	22
27135	4	18
27136	0	21
27136	1	128
27136	2	121
27136	3	38
27136	4	13
27137		3
27137	0	24
27137	1	140
27137	2	101
27137	3	23
27137	4	15
27138	0	14
27138	1	78
27138	2	74
27138	3	16
